country,resource_url,http_status,content_type,live_bucket,source_type
United Kingdom,https://bmos.ukmt.org.uk/home/bmo-1983.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/fist-1979.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2003.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-1993.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/fist-1977.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/fist-1983.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2000.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/fist-1978.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo-1989.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-1992.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-1993.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-1999.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo-1980.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo-1984.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/fist-1982.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-1998.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo-1979.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/fist-1986.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/fist-1981.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-1996.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-1992.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-1997.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/fist-1985.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2024.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-1995.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo-1991.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2023.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo-1990.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-1996.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2001.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo-1977.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/fist-1972.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-1995.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo-1982.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-1994.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo-1981.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2026.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo-1973.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo-1974.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/fist-1974.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2011.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2012.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2017.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2022.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo-1987.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo-1988.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2025.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2026.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo-1978.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2025.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2000.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/fist-1984.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-1994.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2004.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2019.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2024.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo-1975.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo-1976.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-1999.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2003.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2018.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2023.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-1998.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2002.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2012.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2017.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2021.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-1997.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2001.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2011.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2022.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2016.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/fist-1991.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2010.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2016.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2021.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2015.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2009.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2015.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2014.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2020.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2004.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2010.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2007.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2014.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2020.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2006.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2008.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2013.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2019.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2006.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2008.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2013.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2009.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo-1986.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2002.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/fist-1988.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo-1985.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/fist-1975.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/fist-1976.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/fist-1990.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/fist-1980.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://ukmt.org.uk/senior-challenges/british-maths-olympiad-round-1,403,,403_blocked,contest archive
United Kingdom,https://bmos.ukmt.org.uk/,200,text/html,200_html,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo.shtml,200,text/html,200_html,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmolot.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://ukmt.org.uk/textbooks/a-mathematical-olympiad-companion,403,,403_blocked,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2005-histogram.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2020-report.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2021-report.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2022-report.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2023-report.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2024-report.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2025-report.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2026-report.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmomarking.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://ukmt.org.uk/textbooks/2-a-mathematical-olympiad-primer-2nd-edition,403,,403_blocked,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2017-report.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2018-report.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2021-solutions.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2022-solutions.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/solutions/,200,text/html,200_html,contest archive
United Kingdom,https://www.maths.cam.ac.uk/undergrad/admissions/step,200,text/html; charset=utf-8,200_html,admissions exam
United Kingdom,https://www.maths.cam.ac.uk/internal/teaching,200,text/html; charset=utf-8,200_html,admissions exam
United Kingdom,https://www.ucat.ac.uk/candidate-advice/advice-from-past-candidates/,200,text/html; charset=utf-8,200_html,admissions practice
United Kingdom,https://www.ucat.ac.uk/register/booking-your-test/,200,text/html; charset=utf-8,200_html,admissions practice
United Kingdom,https://www.ucat.ac.uk/sit/fitness-to-test/,200,text/html; charset=utf-8,200_html,admissions practice
United Kingdom,https://www.ucat.ac.uk/prepare/question-tutorials/,200,text/html; charset=utf-8,200_html,admissions practice
United Kingdom,https://www.ucat.ac.uk/sit/test-day/,200,text/html; charset=utf-8,200_html,admissions practice
United Kingdom,https://www.ucat.ac.uk/about-ucat/test-format-and-scoring/,200,text/html; charset=utf-8,200_html,admissions practice
United Kingdom,https://www.ucat.ac.uk/sit/test-incident/,200,text/html; charset=utf-8,200_html,admissions practice
United Kingdom,https://www.ucat.ac.uk/prepare/test-tools/,200,text/html; charset=utf-8,200_html,admissions practice
United Kingdom,https://www.ucat.ac.uk/umbraco/surface/pearsonpracticetest/launch/UK_Tour_Tutorial,200,text/html;charset=utf-8,200_html,admissions practice
United Kingdom,https://www.ucat.ac.uk/about-ucat/ucat-test-dates/,200,text/html; charset=utf-8,200_html,admissions practice
United Kingdom,https://esat-tmua.ac.uk/,200,text/html; charset=utf-8,200_html,admissions practice
United Kingdom,https://esat-tmua.ac.uk/about-the-tests/esat-test/,200,text/html; charset=utf-8,200_html,admissions practice
United Kingdom,https://esat-tmua.ac.uk/about-the-tests/tara/,200,text/html; charset=utf-8,200_html,admissions practice
United Kingdom,https://esat-tmua.ac.uk/about-the-tests/tmua-test/,200,text/html; charset=utf-8,200_html,admissions practice
United Kingdom,https://esat-tmua.ac.uk/tmua-preparation-materials/,200,text/html; charset=utf-8,200_html,admissions practice
United Kingdom,https://esat-tmua.ac.uk/test-day/,200,text/html; charset=utf-8,200_html,admissions practice
United Kingdom,https://esat-tmua.ac.uk/test-results/,200,text/html; charset=utf-8,200_html,admissions practice
