country,track,topic_tags,priority,source_type,source_title,source_url,resource_title,resource_url,resource_class,language,notes,access_model,verification_status,free_resource
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2020 Regional Competition Problems (ÖMO),https://www.math.aau.at/OeMO/problems/GWF/2020,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad Regional Competition problem paper, 2020. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2020 Regional Competition Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/GWF/2020,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad Regional Competition solutions, 2020. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2020 National Competition Preliminary Round Problems (ÖMO),https://www.math.aau.at/OeMO/problems/ZWF/2020,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad National Competition Preliminary Round problem paper, 2020. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2020 National Competition Preliminary Round Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/ZWF/2020,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad National Competition Preliminary Round solutions, 2020. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2020 National Competition Final Round Problems (ÖMO),https://www.math.aau.at/OeMO/problems/BWF/2020,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad National Competition Final Round problem paper, 2020. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2020 National Competition Final Round Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/BWF/2020,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad National Competition Final Round solutions, 2020. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2019 Junior Regional Competition Problems (ÖMO),https://www.math.aau.at/OeMO/problems/LWA/2019,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad Junior Regional Competition problem paper, 2019. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2019 Junior Regional Competition Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/LWA/2019,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad Junior Regional Competition solutions, 2019. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2019 Regional Competition Problems (ÖMO),https://www.math.aau.at/OeMO/problems/GWF/2019,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad Regional Competition problem paper, 2019. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2019 Regional Competition Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/GWF/2019,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad Regional Competition solutions, 2019. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2019 National Competition Preliminary Round Problems (ÖMO),https://www.math.aau.at/OeMO/problems/ZWF/2019,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad National Competition Preliminary Round problem paper, 2019. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2019 National Competition Preliminary Round Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/ZWF/2019,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad National Competition Preliminary Round solutions, 2019. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2019 National Competition Final Round Problems (ÖMO),https://www.math.aau.at/OeMO/problems/BWF/2019,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad National Competition Final Round problem paper, 2019. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2019 National Competition Final Round Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/BWF/2019,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad National Competition Final Round solutions, 2019. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2018 Junior Regional Competition Problems (ÖMO),https://www.math.aau.at/OeMO/problems/LWA/2018,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad Junior Regional Competition problem paper, 2018. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2018 Junior Regional Competition Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/LWA/2018,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad Junior Regional Competition solutions, 2018. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2018 Regional Competition Problems (ÖMO),https://www.math.aau.at/OeMO/problems/GWF/2018,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad Regional Competition problem paper, 2018. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2018 Regional Competition Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/GWF/2018,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad Regional Competition solutions, 2018. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2018 National Competition Preliminary Round Problems (ÖMO),https://www.math.aau.at/OeMO/problems/ZWF/2018,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad National Competition Preliminary Round problem paper, 2018. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2018 National Competition Preliminary Round Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/ZWF/2018,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad National Competition Preliminary Round solutions, 2018. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2018 National Competition Final Round Problems (ÖMO),https://www.math.aau.at/OeMO/problems/BWF/2018,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad National Competition Final Round problem paper, 2018. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2018 National Competition Final Round Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/BWF/2018,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad National Competition Final Round solutions, 2018. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2017 Junior Regional Competition Problems (ÖMO),https://www.math.aau.at/OeMO/problems/LWA/2017,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad Junior Regional Competition problem paper, 2017. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2017 Junior Regional Competition Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/LWA/2017,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad Junior Regional Competition solutions, 2017. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2017 Regional Competition Problems (ÖMO),https://www.math.aau.at/OeMO/problems/GWF/2017,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad Regional Competition problem paper, 2017. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2017 Regional Competition Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/GWF/2017,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad Regional Competition solutions, 2017. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2017 National Competition Preliminary Round Problems (ÖMO),https://www.math.aau.at/OeMO/problems/ZWF/2017,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad National Competition Preliminary Round problem paper, 2017. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2017 National Competition Preliminary Round Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/ZWF/2017,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad National Competition Preliminary Round solutions, 2017. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2017 National Competition Final Round Problems (ÖMO),https://www.math.aau.at/OeMO/problems/BWF/2017,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad National Competition Final Round problem paper, 2017. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2017 National Competition Final Round Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/BWF/2017,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad National Competition Final Round solutions, 2017. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2016 Junior Regional Competition Problems (ÖMO),https://www.math.aau.at/OeMO/problems/LWA/2016,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad Junior Regional Competition problem paper, 2016. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2016 Junior Regional Competition Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/LWA/2016,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad Junior Regional Competition solutions, 2016. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2016 Regional Competition Problems (ÖMO),https://www.math.aau.at/OeMO/problems/GWF/2016,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad Regional Competition problem paper, 2016. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2016 Regional Competition Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/GWF/2016,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad Regional Competition solutions, 2016. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2016 National Competition Preliminary Round Problems (ÖMO),https://www.math.aau.at/OeMO/problems/ZWF/2016,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad National Competition Preliminary Round problem paper, 2016. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2016 National Competition Preliminary Round Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/ZWF/2016,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad National Competition Preliminary Round solutions, 2016. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2016 National Competition Final Round Problems (ÖMO),https://www.math.aau.at/OeMO/problems/BWF/2016,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad National Competition Final Round problem paper, 2016. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2016 National Competition Final Round Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/BWF/2016,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad National Competition Final Round solutions, 2016. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2015 Junior Regional Competition Problems (ÖMO),https://www.math.aau.at/OeMO/problems/LWA/2015,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad Junior Regional Competition problem paper, 2015. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2015 Junior Regional Competition Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/LWA/2015,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad Junior Regional Competition solutions, 2015. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2015 Regional Competition Problems (ÖMO),https://www.math.aau.at/OeMO/problems/GWF/2015,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad Regional Competition problem paper, 2015. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2015 Regional Competition Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/GWF/2015,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad Regional Competition solutions, 2015. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2015 National Competition Preliminary Round Problems (ÖMO),https://www.math.aau.at/OeMO/problems/ZWF/2015,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad National Competition Preliminary Round problem paper, 2015. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2015 National Competition Preliminary Round Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/ZWF/2015,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad National Competition Preliminary Round solutions, 2015. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2015 National Competition Final Round Problems (ÖMO),https://www.math.aau.at/OeMO/problems/BWF/2015,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad National Competition Final Round problem paper, 2015. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2015 National Competition Final Round Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/BWF/2015,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad National Competition Final Round solutions, 2015. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2014 Junior Regional Competition Problems (ÖMO),https://www.math.aau.at/OeMO/problems/LWA/2014,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad Junior Regional Competition problem paper, 2014. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
