country,track,topic_tags,priority,source_type,source_title,source_url,resource_title,resource_url,resource_class,language,notes,access_model,verification_status,free_resource
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2020 Senior Secondary Final Round,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/02/WMC_2020_SSFR.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 3824 extracted chars; 79 English signals; 25 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2020 Senior Secondary Final Round Solutions,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/02/Senior-Secondary-2020.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 7459 extracted chars; 110 English signals; 12 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2022 Senior Secondary Qualifying Round,https://wmc.ms.wits.ac.za/wp-content/uploads/2023/02/WMC_2022_SSQR.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 7707 extracted chars; 102 English signals; 20 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2022 Senior Secondary Qualifying Round Solutions,https://wmc.ms.wits.ac.za/wp-content/uploads/2023/02/WMC_2022_SSQR_Sol-2.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 13474 extracted chars; 178 English signals; 20 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2022 Senior Secondary Final Round,https://wmc.ms.wits.ac.za/wp-content/uploads/2023/02/WMC_2022_SSFR.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 5568 extracted chars; 101 English signals; 22 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2022 Senior Secondary Final Round Solutions,https://wmc.ms.wits.ac.za/wp-content/uploads/2023/02/WMC_2022_SSFR__sol.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 13898 extracted chars; 200 English signals; 22 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2023 Senior Secondary Qualifying Round Solutions,https://wmc.ms.wits.ac.za/wp-content/uploads/WMC_2023_SSQR_Solutions.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 21245 extracted chars; 458 English signals; 20 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2018 Undergraduate,http://wmc.ms.wits.ac.za/wp-content/uploads/2020/07/2018UG.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 6555 extracted chars; 100 English signals; 22 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2018 Undergraduate Solutions,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/02/Undergraduate-2018.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 10436 extracted chars; 184 English signals; 22 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2019 Undergraduate Final Round,http://wmc.ms.wits.ac.za/wp-content/uploads/2020/07/2019UGFR.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 3578 extracted chars; 77 English signals; 12 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2019 Undergraduate Final Round Solutions,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/02/2019-Undergraduate-Final-Round-Solutions.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 4601 extracted chars; 82 English signals; 13 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2020 Undergraduate Qualifying Round,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/02/UG_Quali.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 5824 extracted chars; 68 English signals; 16 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2020 Undergraduate Qualifying Round Solutions,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/02/Undergraduate-QR-2020.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 9218 extracted chars; 99 English signals; 16 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2020 Undergraduate Final Round,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/02/WMC_2020_UGFR.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 4356 extracted chars; 64 English signals; 25 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2020 Undergraduate Final Round Solutions,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/02/Undergraduate-2020.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 6005 extracted chars; 75 English signals; 12 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2021 Undergraduate Final Round,https://wmc.ms.wits.ac.za/wp-content/uploads/2023/02/WMC_2021_UGFR_sols.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 14792 extracted chars; 231 English signals; 22 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2021 Undergraduate Final Round Solutions,https://wmc.ms.wits.ac.za/wp-content/uploads/2023/02/WMC_2021_UGFR_sols-1.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 14792 extracted chars; 231 English signals; 22 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2022 Undergraduate Qualifying Round,https://wmc.ms.wits.ac.za/wp-content/uploads/2023/02/WMC_2022_UGQR.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 7379 extracted chars; 101 English signals; 20 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2022 Undergraduate Qualifying Round Solutions,https://wmc.ms.wits.ac.za/wp-content/uploads/2023/02/WMC_2022_UGQR_Sol-1.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 14106 extracted chars; 217 English signals; 20 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2022 Undergraduate Final Round,https://wmc.ms.wits.ac.za/wp-content/uploads/2023/02/WMC_2022_UGFR.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 4681 extracted chars; 76 English signals; 22 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2022 Undergraduate Final Round Solutions,https://wmc.ms.wits.ac.za/wp-content/uploads/2023/02/WMC_2022_UGFR_sol.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 12158 extracted chars; 164 English signals; 22 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
